DOC106 1:-1.97984 2:-1.93202 3:-0.895133 4:-1.20748 5:-1.08805 6:-1.47319 7:-1.20021 8:-1.00161 9:-1.12931 10:-1.73226 11:-1.08625 12:-1.27587 13:-1.52692 14:-1.41313 15:-1.75789 16:-1.4976
DOC107 1:-2.05448 2:-1.88748 3:-1.01023 4:-1.15313 5:-0.899702 6:-1.52042 7:-1.27876 8:-1.04204 9:-1.13585 10:-1.66397 11:-1.09418 12:-1.30288 13:-1.45532 14:-1.50575 15:-1.6923 16:-1.11319
DOC108 1:-2.00994 2:-1.79792 3:-1.22127 4:-0.907571 5:-1.07068 6:-1.64174 7:-1.35745 8:-1.10105 9:-1.20158 10:-1.76319 11:-0.963208 12:-1.23183 13:-1.55947 14:-1.44185 15:-1.66223 16:-1.40507
DOC109 1:-1.97598 2:-1.78673 3:-1.1436 4:-1.05643 5:-1.09218 6:-1.45714 7:-1.23927 8:-1.25894 9:-0.962917 10:-1.68422 11:-1.16368 12:-1.28393 13:-1.51593 14:-1.54981 15:-1.55551 16:-1.28673
DOC110 1:-1.98536 2:-1.75123 3:-1.27846 4:-0.957006 5:-1.09499 6:-1.56393 7:-1.24056 8:-1.14677 9:-1.1799 10:-1.57116 11:-1.1473 12:-1.34353 13:-1.41125 14:-1.43876 15:-1.57285 16:-1.16784
DOC111 1:-2.01796 2:-1.87751 3:-1.10823 4:-0.924916 5:-0.951717 6:-1.76173 7:-1.20826 8:-1.20617 9:-0.971715 10:-1.6368 11:-1.12709 12:-1.11168 13:-1.34985 14:-1.6127 15:-1.59427 16:-1.17338
DOC112 1:-1.93849 2:-1.69156 3:-1.13189 4:-0.99185 5:-1.08523 6:-1.37948 7:-1.28261 8:-1.27631 9:-1.08697 10:-1.50556 11:-1.20537 12:-1.11801 13:-1.36352 14:-1.43447 15:-1.72211 16:-1.12494
DOC113 1:-1.91951 2:-2.01859 3:-1.12194 4:-1.25311 5:-1.08442 6:-1.51665 7:-1.34358 8:-1.3092 9:-0.875701 10:-1.70638 11:-1.01076 12:-1.25059 13:-1.36919 14:-1.49125 15:-1.7016 16:-1.17271
DOC114 1:-2.08021 2:-1.90713 3:-1.17371 4:-1.01922 5:-1.19111 6:-1.60742 7:-1.32834 8:-1.21582 9:-0.900497 10:-1.69198 11:-0.999278 12:-1.26493 13:-1.4308 14:-1.47908 15:-1.72347 16:-1.33204
DOC115 1:-1.9298 2:-1.87838 3:-1.10389 4:-1.05259 5:-1.01596 6:-1.51698 7:-1.23069 8:-0.960578 9:-1.04475 10:-1.7009 11:-1.13875 12:-1.12658 13:-1.45733 14:-1.45632 15:-1.58985 16:-1.2815
DOC116 1:-1.91168 2:-1.98541 3:-1.05821 4:-1.0606 5:-1.11984 6:-1.75973 7:-1.25914 8:-1.07787 9:-0.98639 10:-1.73807 11:-1.03415 12:-1.31269 13:-1.33257 14:-1.33151 15:-1.5535 16:-1.29581
DOC117 1:-1.92291 2:-1.89494 3:-1.2095 4:-1.10248 5:-1.2576 6:-1.44436 7:-1.27751 8:-1.24461 9:-1.14039 10:-1.79997 11:-1.07655 12:-1.26128 13:-1.19103 14:-1.48065 15:-1.65136 16:-1.20672
DOC118 1:-2.03465 2:-1.91807 3:-1.0978 4:-0.89992 5:-1.31441 6:-1.60071 7:-1.37826 8:-1.15982 9:-1.03559 10:-1.68503 11:-1.20529 12:-1.27089 13:-1.47644 14:-1.48544 15:-1.80127 16:-1.30888
DOC119 1:-1.96551 2:-1.89637 3:-1.05502 4:-1.02665 5:-1.09701 6:-1.53141 7:-1.30242 8:-1.16571 9:-1.00481 10:-1.65926 11:-1.08216 12:-1.1898 13:-1.47772 14:-1.43715 15:-1.56466 16:-1.13305
DOC120 1:-1.99266 2:-1.89159 3:-1.04727 4:-0.929547 5:-1.21463 6:-1.74297 7:-1.23812 8:-1.06649 9:-1.06039 10:-1.60229 11:-1.12222 12:-1.403 13:-1.57283 14:-1.43896 15:-1.54138 16:-1.13333
DOC121 1:-1.81355 2:-1.82109 3:-1.0941 4:-1.02394 5:-1.2304 6:-1.84095 7:-1.23277 8:-1.20945 9:-0.979465 10:-1.78701 11:-1.01491 12:-1.12294 13:-1.42644 14:-1.39693 15:-1.71244 16:-1.17207
DOC122 1:-2.01368 2:-1.83533 3:-1.13323 4:-1.10115 5:-1.15982 6:-1.64219 7:-1.30654 8:-1.15673 9:-1.12568 10:-1.70521 11:-1.01189 12:-1.31552 13:-1.52885 14:-1.42155 15:-1.67033 16:-1.06836
DOC123 1:-2.0068 2:-1.8335 3:-1.18066 4:-0.948468 5:-1.21216 6:-1.58088 7:-1.13378 8:-1.24918 9:-1.27879 10:-1.74834 11:-1.02351 12:-1.09759 13:-1.36612 14:-1.4953 15:-1.74723 16:-1.15061
DOC124 1:-1.89985 2:-1.72146 3:-1.3032 4:-1.08055 5:-1.18746 6:-1.61604 7:-1.25939 8:-1.23738 9:-1.0686 10:-1.71172 11:-0.903969 12:-1.15379 13:-1.30675 14:-1.44181 15:-1.7042 16:-1.17669
DOC125 1:-2.04725 2:-1.81685 3:-1.28067 4:-0.908356 5:-1.15651 6:-1.41223 7:-1.29553 8:-1.26309 9:-0.979605 10:-1.78785 11:-1.13367 12:-1.33537 13:-1.37292 14:-1.34412 15:-1.83912 16:-1.24314
DOC126 1:-1.88043 2:-1.80672 3:-1.14368 4:-0.882745 5:-0.980466 6:-1.50829 7:-1.23998 8:-1.25593 9:-0.897993 10:-1.73161 11:-1.08639 12:-1.38158 13:-1.32075 14:-1.56701 15:-1.61181 16:-1.22102
DOC127 1:-1.94447 2:-1.8261 3:-1.15758 4:-1.15447 5:-1.11954 6:-1.61174 7:-1.2366 8:-1.182 9:-1.01892 10:-1.73229 11:-1.10506 12:-1.43976 13:-1.27976 14:-1.34301 15:-1.46267 16:-1.22275
DOC128 1:-2.13156 2:-1.89983 3:-1.30597 4:-0.838148 5:-1.02009 6:-1.5844 7:-1.30816 8:-1.14409 9:-1.03157 10:-1.79258 11:-1.19258 12:-1.14403 13:-1.49116 14:-1.58541 15:-1.8551 16:-0.922311
DOC129 1:-1.96939 2:-2.0185 3:-1.09849 4:-0.922798 5:-0.938138 6:-1.74566 7:-1.32904 8:-1.1599 9:-1.11739 10:-1.84864 11:-1.05715 12:-1.35738 13:-1.35166 14:-1.44951 15:-1.68967 16:-1.20526
DOC130 1:-2.02649 2:-1.67665 3:-1.27859 4:-0.918786 5:-1.24701 6:-1.51021 7:-1.34735 8:-1.08875 9:-1.07949 10:-1.75409 11:-1.03645 12:-1.41306 13:-1.2865 14:-1.50849 15:-1.74399 16:-1.07328
DOC131 1:-2.03031 2:-1.6938 3:-0.974217 4:-0.923386 5:-1.15549 6:-1.5299 7:-1.1599 8:-1.22524 9:-1.18632 10:-1.6174 11:-0.78643 12:-1.28147 13:-1.37687 14:-1.41921 15:-1.61659 16:-1.07906
DOC132 1:-1.86853 2:-1.83411 3:-1.18432 4:-1.11584 5:-0.976344 6:-1.53854 7:-1.58292 8:-1.07766 9:-1.05595 10:-1.75453 11:-0.905559 12:-1.28055 13:-1.28267 14:-1.44248 15:-1.64732 16:-1.12051
DOC133 1:-2.07762 2:-1.7425 3:-1.22279 4:-1.0096 5:-0.966201 6:-1.64629 7:-1.40053 8:-1.16065 9:-0.876796 10:-1.6718 11:-0.963986 12:-1.17088 13:-1.42872 14:-1.45294 15:-1.65464 16:-1.12113
DOC134 1:-2.02191 2:-1.75425 3:-1.12317 4:-0.988736 5:-1.16453 6:-1.5946 7:-1.46221 8:-1.33042 9:-1.17439 10:-1.67601 11:-1.272 12:-1.17889 13:-1.52593 14:-1.40243 15:-1.68167 16:-1.32411
DOC135 1:-1.94295 2:-1.74998 3:-1.02826 4:-1.07123 5:-1.00256 6:-1.64299 7:-1.27998 8:-1.14288 9:-0.978115 10:-1.69318 11:-0.982595 12:-1.19017 13:-1.50129 14:-1.57853 15:-1.4689 16:-1.15388
DOC136 1:-2.00778 2:-1.88138 3:-1.05833 4:-1.18738 5:-1.18318 6:-1.6476 7:-1.28202 8:-1.3513 9:-1.01377 10:-1.73242 11:-1.27562 12:-1.22078 13:-1.29469 14:-1.4064 15:-1.51495 16:-1.21888
DOC137 1:-1.87735 2:-1.77488 3:-1.08109 4:-0.938985 5:-1.08259 6:-1.60925 7:-1.20153 8:-1.19752 9:-1.18136 10:-1.63973 11:-1.0078 12:-1.29323 13:-1.38177 14:-1.61424 15:-1.67481 16:-1.32854
DOC138 1:-2.06451 2:-1.62405 3:-1.13774 4:-1.03566 5:-1.07478 6:-1.67227 7:-1.39533 8:-1.02753 9:-1.05689 10:-1.83439 11:-1.13091 12:-1.28875 13:-1.32966 14:-1.57204 15:-1.74879 16:-1.2676
DOC139 1:-1.96421 2:-1.83382 3:-1.31376 4:-0.959127 5:-1.42431 6:-1.6583 7:-1.33028 8:-1.22466 9:-0.970913 10:-1.78947 11:-1.11475 12:-1.31387 13:-1.27246 14:-1.41374 15:-1.62676 16:-1.36905
DOC140 1:-1.98428 2:-1.95176 3:-1.13547 4:-1.08083 5:-1.01262 6:-1.64031 7:-1.30244 8:-1.09063 9:-1.10344 10:-1.76805 11:-1.22568 12:-1.16175 13:-1.3967 14:-1.42039 15:-1.64142 16:-1.3466
DOC141 1:-2.11908 2:-1.88829 3:-1.12956 4:-0.99126 5:-1.0443 6:-1.49647 7:-1.29444 8:-1.11415 9:-1.08875 10:-1.78333 11:-0.96181 12:-1.26776 13:-1.41988 14:-1.49252 15:-1.64809 16:-1.13452
DOC142 1:-1.85261 2:-1.82462 3:-1.25896 4:-0.928251 5:-1.12624 6:-1.49205 7:-1.39356 8:-1.11181 9:-1.21044 10:-1.80133 11:-0.954053 12:-1.176 13:-1.35553 14:-1.4188 15:-1.69347 16:-1.21835
DOC143 1:-2.08057 2:-1.85515 3:-1.11031 4:-0.919408 5:-1.10798 6:-1.58983 7:-1.40602 8:-1.06588 9:-1.09024 10:-1.81204 11:-0.889687 12:-1.26927 13:-1.46122 14:-1.46721 15:-1.662 16:-1.47642
DOC144 1:-2.04668 2:-1.87428 3:-1.06151 4:-1.11828 5:-1.28179 6:-1.59027 7:-1.33853 8:-1.17375 9:-1.0076 10:-1.82553 11:-1.13736 12:-1.28519 13:-1.49299 14:-1.40547 15:-1.83385 16:-1.14512
DOC145 1:-1.94362 2:-1.74829 3:-1.06921 4:-1.05644 5:-0.967263 6:-1.52186 7:-1.48758 8:-0.98124 9:-1.11228 10:-1.79023 11:-1.10674 12:-1.36704 13:-1.40854 14:-1.47348 15:-1.74606 16:-1.25089
DOC146 1:-1.92596 2:-1.79986 3:-1.20929 4:-1.10303 5:-1.00693 6:-1.42049 7:-1.32795 8:-1.33633 9:-0.921998 10:-1.83604 11:-1.0258 12:-1.00343 13:-1.41971 14:-1.45291 15:-1.65422 16:-1.32182
DOC147 1:-1.89438 2:-1.85716 3:-1.06761 4:-0.983992 5:-1.01006 6:-1.64255 7:-1.30192 8:-1.26195 9:-1.26925 10:-1.5628 11:-0.994628 12:-1.02887 13:-1.40987 14:-1.4391 15:-1.74169 16:-1.28553
DOC148 1:-1.88017 2:-1.88971 3:-1.25916 4:-1.15296 5:-1.1076 6:-1.39323 7:-1.40877 8:-1.20512 9:-0.980368 10:-1.71475 11:-1.17676 12:-1.45766 13:-1.47183 14:-1.41585 15:-1.66333 16:-1.24745
DOC149 1:-1.89959 2:-1.83366 3:-1.26432 4:-1.03186 5:-1.06063 6:-1.7275 7:-1.31101 8:-1.2505 9:-1.1318 10:-1.84983 11:-1.25211 12:-1.36908 13:-1.32298 14:-1.45771 15:-1.55718 16:-1.31338
DOC150 1:-1.97211 2:-1.97299 3:-1.09068 4:-1.17 5:-1.25058 6:-1.67279 7:-1.20328 8:-1.05954 9:-1.01251 10:-1.82448 11:-0.796013 12:-1.36886 13:-1.27867 14:-1.5137 15:-1.62544 16:-1.25044
DOC151 1:-1.72803 2:-1.73597 3:-0.920481 4:-1.19633 5:-1.05355 6:-1.56503 7:-1.41546 8:-1.27165 9:-0.988724 10:-1.75142 11:-1.34074 12:-1.24662 13:-1.5711 14:-1.48523 15:-1.64885 16:-1.01484
DOC152 1:-2.10151 2:-1.91698 3:-1.18864 4:-1.08455 5:-1.17687 6:-1.63123 7:-1.40061 8:-1.08962 9:-1.0837 10:-1.50602 11:-1.12775 12:-1.18095 13:-1.55506 14:-1.48406 15:-1.75345 16:-1.17785
DOC153 1:-2.01998 2:-1.85216 3:-1.04463 4:-0.992638 5:-1.17107 6:-1.49663 7:-1.37057 8:-1.14722 9:-0.939587 10:-1.89202 11:-1.06972 12:-1.18018 13:-1.44005 14:-1.46475 15:-1.51274 16:-1.10268
DOC154 1:-1.89287 2:-1.85864 3:-1.23675 4:-1.00144 5:-1.04407 6:-1.44904 7:-1.24898 8:-1.13333 9:-0.929739 10:-1.6445 11:-1.17211 12:-1.38764 13:-1.44672 14:-1.39407 15:-1.52872 16:-1.20226
DOC155 1:-1.86889 2:-1.69177 3:-1.18945 4:-1.22053 5:-1.08118 6:-1.70389 7:-1.2319 8:-1.15899 9:-0.999256 10:-1.71686 11:-1.10976 12:-1.41307 13:-1.34161 14:-1.5017 15:-1.57482 16:-1.06505
DOC156 1:-1.83481 2:-1.74532 3:-1.07118 4:-1.22573 5:-1.2036 6:-1.46018 7:-1.31988 8:-1.12199 9:-1.04701 10:-1.7819 11:-1.20267 12:-1.22732 13:-1.4596 14:-1.3237 15:-1.60485 16:-1.24242
DOC157 1:-2.18677 2:-1.85532 3:-1.24912 4:-0.992947 5:-1.21356 6:-1.79574 7:-1.29462 8:-1.26039 9:-1.16225 10:-1.70565 11:-1.16001 12:-1.28152 13:-1.54017 14:-1.53691 15:-1.60734 16:-1.081
DOC158 1:-2.02608 2:-1.94206 3:-1.1027 4:-0.947213 5:-1.22084 6:-1.42057 7:-1.18653 8:-1.14301 9:-1.29392 10:-1.62178 11:-1.04118 12:-1.18161 13:-1.46667 14:-1.43501 15:-1.83023 16:-1.05589
DOC159 1:-1.9216 2:-1.99191 3:-1.06047 4:-0.981068 5:-1.15455 6:-1.62105 7:-1.27973 8:-1.2654 9:-1.03199 10:-1.73722 11:-1.0722 12:-1.14039 13:-1.3967 14:-1.4523 15:-1.63109 16:-1.18183
DOC160 1:-1.73519 2:-1.66968 3:-1.1925 4:-1.16625 5:-0.96076 6:-1.52305 7:-1.10649 8:-1.22492 9:-1.14454 10:-1.86589 11:-1.07462 12:-1.15165 13:-1.46974 14:-1.49077 15:-1.7791 16:-1.06572
DOC161 1:-1.82824 2:-1.97821 3:-1.19882 4:-0.842731 5:-1.03492 6:-1.5095 7:-1.25022 8:-1.06665 9:-1.05174 10:-1.65892 11:-0.98096 12:-1.36385 13:-1.46462 14:-1.44753 15:-1.70416 16:-1.25509
DOC162 1:-1.93439 2:-1.85065 3:-1.11568 4:-0.949461 5:-1.0452 6:-1.56012 7:-1.25952 8:-1.00741 9:-1.07997 10:-1.67851 11:-1.31326 12:-1.33788 13:-1.64118 14:-1.54378 15:-1.73669 16:-1.00893
DOC163 1:-1.77833 2:-1.87279 3:-1.22557 4:-1.03859 5:-1.03189 6:-1.66162 7:-1.40344 8:-1.28364 9:-1.08855 10:-1.72572 11:-1.1715 12:-1.21213 13:-1.55631 14:-1.3984 15:-1.76382 16:-1.22939
DOC164 1:-2.04629 2:-1.90952 3:-1.07785 4:-0.915597 5:-1.09154 6:-1.58687 7:-1.29471 8:-1.20751 9:-0.894674 10:-1.67857 11:-1.10628 12:-1.22195 13:-1.68745 14:-1.5257 15:-1.74902 16:-0.985547
DOC165 1:-1.95112 2:-1.85851 3:-1.03816 4:-0.934362 5:-1.06334 6:-1.67187 7:-1.02549 8:-0.969365 9:-1.22609 10:-1.55393 11:-1.13218 12:-1.4314 13:-1.31224 14:-1.43915 15:-1.79258 16:-1.44774
DOC166 1:-2.23215 2:-1.89293 3:-1.09554 4:-0.892545 5:-1.2615 6:-1.70686 7:-1.26098 8:-1.36288 9:-1.17467 10:-1.60699 11:-1.00477 12:-1.29672 13:-1.64641 14:-1.37537 15:-1.69385 16:-0.97002
DOC167 1:-2.07517 2:-1.7128 3:-1.09384 4:-1.22367 5:-1.15089 6:-1.50583 7:-1.30794 8:-1.06332 9:-1.27405 10:-1.67528 11:-0.99069 12:-1.40635 13:-1.49616 14:-1.3884 15:-1.53169 16:-1.26282
DOC168 1:-1.99713 2:-1.66022 3:-1.21624 4:-0.865283 5:-0.960233 6:-1.5884 7:-1.35512 8:-1.09966 9:-1.19388 10:-1.55187 11:-1.14105 12:-1.32129 13:-1.43978 14:-1.50806 15:-1.76863 16:-1.31522
DOC169 1:-1.8299 2:-1.94026 3:-0.920941 4:-0.95273 5:-1.1633 6:-1.50596 7:-1.23848 8:-1.2078 9:-1.10468 10:-1.79194 11:-1.09359 12:-1.26354 13:-1.43574 14:-1.40956 15:-1.82788 16:-1.30048
DOC170 1:-1.94375 2:-1.88529 3:-1.21905 4:-0.948094 5:-0.919483 6:-1.49138 7:-1.43761 8:-1.04635 9:-1.29451 10:-1.65596 11:-0.908022 12:-1.33463 13:-1.5421 14:-1.41064 15:-1.63417 16:-1.22482
DOC171 1:-2.04595 2:-1.78888 3:-1.17547 4:-1.04249 5:-1.10687 6:-1.59099 7:-1.23044 8:-1.13441 9:-1.1188 10:-1.83842 11:-1.12625 12:-1.19018 13:-1.27691 14:-1.28471 15:-1.74954 16:-1.0577
DOC172 1:-1.9623 2:-1.81653 3:-0.992876 4:-1.1987 5:-1.17394 6:-1.78542 7:-1.31715 8:-1.00887 9:-1.01525 10:-1.7176 11:-1.11986 12:-1.24867 13:-1.22693 14:-1.3824 15:-1.73895 16:-0.974625
DOC173 1:-1.81271 2:-1.97233 3:-1.24221 4:-0.950165 5:-1.23361 6:-1.71489 7:-1.23565 8:-1.07017 9:-1.12555 10:-1.63692 11:-1.0254 12:-1.30885 13:-1.4896 14:-1.26593 15:-1.60892 16:-1.34373
DOC174 1:-2.01432 2:-1.93211 3:-1.15036 4:-0.992757 5:-1.04733 6:-1.35993 7:-1.19628 8:-1.01517 9:-1.05187 10:-1.8712 11:-1.16163 12:-1.38569 13:-1.33156 14:-1.38071 15:-1.67434 16:-1.30298
DOC175 1:-1.97954 2:-1.89857 3:-1.14551 4:-0.896863 5:-1.14244 6:-1.59765 7:-1.33359 8:-1.10663 9:-1.05546 10:-1.69153 11:-1.01859 12:-1.26674 13:-1.41408 14:-1.5521 15:-1.5872 16:-1.2426
DOC176 1:-2.02747 2:-1.86012 3:-1.09442 4:-1.00948 5:-1.04308 6:-1.68617 7:-1.0855 8:-1.20989 9:-1.13478 10:-1.77967 11:-1.02064 12:-1.3618 13:-1.50344 14:-1.44807 15:-1.74566 16:-1.20849
DOC177 1:-1.97978 2:-1.82741 3:-1.18873 4:-1.00542 5:-1.06169 6:-1.53514 7:-1.27566 8:-0.977962 9:-1.24569 10:-1.67504 11:-1.17632 12:-1.15653 13:-1.41664 14:-1.32706 15:-1.78339 16:-1.06236
DOC178 1:-1.95474 2:-1.93511 3:-1.08371 4:-1.13994 5:-1.20572 6:-1.79971 7:-1.21703 8:-1.14439 9:-1.072 10:-1.66545 11:-1.13272 12:-1.31041 13:-1.20055 14:-1.37693 15:-1.61546 16:-1.07722
DOC179 1:-2.06587 2:-1.86106 3:-1.10554 4:-1.12214 5:-1.13256 6:-1.66838 7:-1.24692 8:-1.12918 9:-0.902507 10:-1.71372 11:-1.20673 12:-1.24672 13:-1.45139 14:-1.389 15:-1.75567 16:-1.20422
DOC180 1:-2.03405 2:-1.68952 3:-1.07936 4:-0.984516 5:-0.992064 6:-1.61005 7:-1.37496 8:-1.08268 9:-0.989303 10:-1.89174 11:-1.04074 12:-1.20313 13:-1.40911 14:-1.47191 15:-1.54533 16:-1.27959
DOC181 1:-1.85049 2:-1.80374 3:-1.16954 4:-1.06896 5:-1.12553 6:-1.60982 7:-1.47866 8:-1.27867 9:-1.04739 10:-1.6389 11:-1.26039 12:-1.31816 13:-1.34499 14:-1.52206 15:-1.62292 16:-1.20409
DOC182 1:-1.9288 2:-2.01026 3:-1.12529 4:-0.959764 5:-1.21559 6:-1.30639 7:-1.40795 8:-1.11693 9:-1.03237 10:-1.56614 11:-1.09198 12:-1.28323 13:-1.41347 14:-1.53028 15:-1.64844 16:-1.1344
DOC183 1:-1.8777 2:-1.95158 3:-1.10946 4:-0.971416 5:-1.15104 6:-1.46634 7:-1.26559 8:-0.999771 9:-1.00957 10:-1.83964 11:-1.07537 12:-1.28112 13:-1.45036 14:-1.43463 15:-1.65308 16:-1.20902
DOC184 1:-1.95574 2:-1.85011 3:-0.979285 4:-0.769784 5:-0.958585 6:-1.63471 7:-1.20931 8:-1.06745 9:-1.06604 10:-1.63703 11:-1.08216 12:-1.23999 13:-1.32348 14:-1.28814 15:-1.76268 16:-1.34917
DOC185 1:-2.04761 2:-1.95533 3:-1.12181 4:-1.17832 5:-1.15246 6:-1.39995 7:-1.36378 8:-1.24737 9:-1.05191 10:-1.82837 11:-1.25995 12:-1.28866 13:-1.47012 14:-1.19764 15:-1.64754 16:-1.23275
DOC186 1:-1.95684 2:-1.84016 3:-1.19839 4:-1.00763 5:-1.05949 6:-1.57483 7:-1.32015 8:-1.10953 9:-1.05114 10:-1.67587 11:-1.07987 12:-1.49118 13:-1.50601 14:-1.43496 15:-1.63688 16:-1.19799
DOC187 1:-1.84436 2:-1.76894 3:-1.09631 4:-0.895718 5:-1.1127 6:-1.72111 7:-1.54247 8:-1.12061 9:-1.00549 10:-1.58137 11:-1.15255 12:-1.20003 13:-1.35633 14:-1.34932 15:-1.65535 16:-1.21172
DOC188 1:-1.91308 2:-1.85633 3:-1.09128 4:-1.13196 5:-1.11168 6:-1.53247 7:-1.30941 8:-1.14156 9:-1.08797 10:-1.66998 11:-0.963237 12:-1.37725 13:-1.47364 14:-1.44144 15:-1.69934 16:-1.33221
DOC189 1:-1.95176 2:-2.05297 3:-1.20373 4:-0.994235 5:-1.05709 6:-1.65676 7:-1.35888 8:-1.10184 9:-1.037 10:-1.72793 11:-1.21026 12:-1.30404 13:-1.42689 14:-1.33143 15:-1.46596 16:-1.13538
DOC190 1:-1.97131 2:-1.89954 3:-1.10569 4:-1.19307 5:-1.13698 6:-1.7463 7:-1.3689 8:-1.01521 9:-0.962929 10:-1.50016 11:-0.972166 12:-1.39241 13:-1.34102 14:-1.6641 15:-1.54571 16:-1.30591
DOC191 1:-2.02767 2:-1.86728 3:-1.0836 4:-0.925163 5:-0.946072 6:-1.43565 7:-1.19344 8:-1.29277 9:-0.919042 10:-1.78805 11:-0.899916 12:-1.18761 13:-1.57067 14:-1.42795 15:-1.70473 16:-1.34773
DOC192 1:-1.81135 2:-2.0813 3:-1.25692 4:-1.05499 5:-1.15888 6:-1.41053 7:-1.27465 8:-1.34245 9:-1.00671 10:-1.6956 11:-1.1795 12:-1.32051 13:-1.41556 14:-1.59969 15:-1.67398 16:-1.2194
DOC193 1:-1.99058 2:-1.83125 3:-0.85813 4:-1.10999 5:-1.32152 6:-1.63849 7:-1.27072 8:-1.17506 9:-1.02749 10:-1.66323 11:-0.927276 12:-1.26587 13:-1.63898 14:-1.37829 15:-1.57475 16:-1.25556
DOC194 1:-1.83647 2:-2.03355 3:-1.07103 4:-0.843926 5:-1.0764 6:-1.58925 7:-1.28023 8:-1.18463 9:-1.12536 10:-1.65515 11:-1.13964 12:-1.29352 13:-1.45771 14:-1.47756 15:-1.70824 16:-1.25001
DOC195 1:-1.80242 2:-1.77677 3:-1.03183 4:-1.08393 5:-1.20267 6:-1.72192 7:-1.20508 8:-1.27817 9:-1.00505 10:-1.74085 11:-1.01898 12:-1.37644 13:-1.4305 14:-1.20733 15:-1.54504 16:-1.1215
DOC196 1:-1.87393 2:-1.86596 3:-1.19053 4:-0.976875 5:-0.961187 6:-1.52855 7:-1.39035 8:-1.05491 9:-1.05057 10:-1.71704 11:-1.03407 12:-1.26565 13:-1.54678 14:-1.44359 15:-1.68111 16:-1.27559
DOC197 1:-1.97028 2:-1.881 3:-1.30831 4:-0.858703 5:-1.08442 6:-1.53893 7:-0.969526 8:-0.986169 9:-1.0658 10:-1.75031 11:-1.05054 12:-1.36573 13:-1.44226 14:-1.22304 15:-1.77888 16:-1.18329
DOC198 1:-2.04589 2:-1.72948 3:-1.17418 4:-1.02436 5:-0.989678 6:-1.64004 7:-1.51856 8:-1.22143 9:-1.13048 10:-1.84976 11:-1.20175 12:-1.23838 13:-1.62438 14:-1.28038 15:-1.74669 16:-1.17167
DOC199 1:-1.94124 2:-1.89862 3:-1.18028 4:-1.00456 5:-1.07066 6:-1.5846 7:-1.41651 8:-1.17199 9:-1.07861 10:-1.62583 11:-1.25778 12:-1.31617 13:-1.36024 14:-1.47505 15:-1.64567 16:-1.31616
DOC200 1:-2.06952 2:-1.95509 3:-1.1375 4:-0.747232 5:-1.12791 6:-1.70812 7:-1.19415 8:-1.23401 9:-1.00652 10:-1.62776 11:-0.9118 12:-1.07758 13:-1.57158 14:-1.46757 15:-1.67131 16:-1.22143
DOC201 1:-1.9126 2:-1.98502 3:-1.2998 4:-0.886449 5:-1.22088 6:-1.59963 7:-1.05303 8:-1.03205 9:-0.876493 10:-1.68038 11:-1.01399 12:-1.28411 13:-1.4396 14:-1.44479 15:-1.77152 16:-1.11148
DOC202 1:-1.97086 2:-1.89728 3:-1.2854 4:-1.04203 5:-0.927893 6:-1.60595 7:-1.37537 8:-1.12076 9:-1.05978 10:-1.55879 11:-1.02978 12:-1.16264 13:-1.44158 14:-1.42225 15:-1.75814 16:-1.40413
DOC203 1:-1.97553 2:-2.0382 3:-1.0381 4:-0.911621 5:-1.11063 6:-1.6045 7:-1.35148 8:-1.1158 9:-1.07183 10:-1.78563 11:-1.04674 12:-1.21876 13:-1.4987 14:-1.64839 15:-1.57973 16:-1.20795
DOC204 1:-1.90361 2:-1.88043 3:-1.24433 4:-0.943132 5:-1.18386 6:-1.6895 7:-1.22472 8:-1.17864 9:-0.951607 10:-1.66198 11:-1.09164 12:-1.29891 13:-1.41832 14:-1.30645 15:-1.74096 16:-1.25557
DOC205 1:-1.85995 2:-2.02073 3:-0.999497 4:-1.17739 5:-1.11465 6:-1.53955 7:-1.38335 8:-1.13595 9:-1.00905 10:-1.70328 11:-1.03174 12:-1.23825 13:-1.4684 14:-1.53818 15:-1.84252 16:-1.18553
DOC206 1:-2.07187 2:-2.0721 3:-1.0923 4:-0.818677 5:-1.20063 6:-1.53719 7:-1.38353 8:-1.26608 9:-1.21191 10:-1.82728 11:-1.21449 12:-1.46119 13:-1.40551 14:-1.34593 15:-1.56977 16:-1.23677
DOC207 1:-1.95182 2:-2.0407 3:-1.20336 4:-0.960826 5:-1.0489 6:-1.63886 7:-1.25756 8:-1.11552 9:-1.18526 10:-1.79429 11:-1.09791 12:-1.3831 13:-1.36229 14:-1.28451 15:-1.78924 16:-1.2432
DOC208 1:-1.90823 2:-1.87348 3:-0.993446 4:-0.943599 5:-1.18866 6:-1.33602 7:-1.44176 8:-1.20438 9:-1.01417 10:-1.51851 11:-0.969583 12:-1.23336 13:-1.57033 14:-1.37206 15:-1.76417 16:-1.32923
DOC209 1:-2.01085 2:-1.99099 3:-0.928573 4:-0.924644 5:-1.0965 6:-1.34995 7:-1.25535 8:-1.19099 9:-1.10897 10:-1.82227 11:-1.13743 12:-1.34869 13:-1.46788 14:-1.56863 15:-1.41391 16:-1.25654
DOC210 1:-1.97853 2:-1.80994 3:-0.956447 4:-1.00944 5:-0.911222 6:-1.6532 7:-1.27331 8:-1.31753 9:-1.13588 10:-1.77032 11:-1.17454 12:-1.2964 13:-1.35264 14:-1.52891 15:-1.66127 16:-1.19788
