DOC1 1,1:0.0699915
DOC938 1,1:0.0700566
DOC939 1,1:0.0897404
DOC940 1,1:0.0793762
DOC941 1,1:0.0746764
DOC942 1,1:0.0820876
DOC943 1,1:0.0893487
DOC944 1,1:0.0729489
DOC945 1,1:0.0776661
DOC946 1,1:0.0850496
DOC947 1,1:0.0837559
DOC948 1,1:0.0730015
DOC949 1,1:0.0809772
DOC950 1,1:0.0834863
DOC951 1,1:0.0842822
DOC952 1,1:0.0755725
DOC953 1,1:0.0693309
DOC954 1,1:0.0910411
DOC955 1,1:0.0757393
DOC956 1,1:0.0816062
DOC957 1,1:0.0743884
DOC958 1,1:0.0919893
DOC959 1,1:0.0767757
DOC960 1,1:0.0697855
DOC961 1,1:0.082536
DOC962 1,1:0.0757883
DOC963 1,1:0.0826874
DOC964 1,1:0.0753264
DOC965 1,1:0.0874611
DOC966 1,1:0.0889654
DOC967 1,1:0.0648039
DOC968 1,1:0.0787796
DOC969 1,1:0.0737546
DOC970 1,1:0.0831295
DOC971 1,1:0.0723694
DOC972 1,1:0.0834056
DOC973 1,1:0.0832236
DOC974 1,1:0.0810529
DOC975 1,1:0.08793
DOC976 1,1:0.075571
DOC977 1,1:0.0714244
DOC978 1,1:0.0801791
DOC979 1,1:0.0698903
DOC980 1,1:0.0906106
DOC981 1,1:0.0753009
DOC982 1,1:0.0814483
DOC983 1,1:0.0851118
DOC984 1,1:0.0819263
DOC985 1,1:0.0787144
DOC986 1,1:0.0841887
DOC987 1,1:0.089297
DOC988 1,1:0.0764611
DOC989 1,1:0.0884905
DOC990 1,1:0.0875769
DOC991 1,1:0.0835243
DOC992 1,1:0.0861763
DOC993 1,1:0.0789345
DOC994 1,1:0.0834438
DOC995 1,1:0.0763281
DOC996 1,1:0.0792744
DOC997 1,1:0.0819435
DOC998 1,1:0.0770311
DOC999 1,1:0.0805745
DOC1000 1,1:0.0836745
DOC1001 1,1:0.0742437
DOC1002 1,1:0.078051
DOC1003 1,1:0.075142
DOC1004 1,1:0.083926
DOC1005 1,1:0.0709522
DOC1006 1,1:0.0663832
DOC1007 1,1:0.0903354
DOC1008 1,1:0.0680571
DOC1009 1,1:0.084323
DOC1010 1,1:0.086122
DOC1011 1,1:0.0741885
DOC1012 1,1:0.0813393
DOC1013 1,1:0.0821015
DOC1014 1,1:0.0791006
DOC1015 1,1:0.0790544
DOC1016 1,1:0.0776435
DOC1017 1,1:0.0824393
DOC1018 1,1:0.0807958
DOC1019 1,1:0.0653172
DOC1020 1,1:0.0834164
DOC1021 1,1:0.083206
DOC1022 1,1:0.0814486
DOC1023 1,1:0.0860506
DOC1024 1,1:0.0839183
DOC1025 1,1:0.075896
DOC1026 1,1:0.0790993
DOC1027 1,1:0.0716688
DOC1028 1,1:0.0780941
DOC1029 1,1:0.079841
DOC1030 1,1:0.0772646
DOC1031 1,1:0.0757345
DOC1032 1,1:0.0805766
DOC1033 1,1:0.0735127
DOC1034 1,1:0.0849079
DOC1035 1,1:0.0689835
DOC1036 1,1:0.0722018
DOC1037 1,1:0.0850822
DOC1038 1,1:0.080519
DOC1039 1,1:0.0797466
DOC1040 1,1:0.0807178
DOC1041 1,1:0.0698242
DOC1042 1,1:0.0797619
DOC1043 1,1:0.0795604
DOC1044 1,1:0.0891726
DOC1045 1,1:0.0692545
DOC1046 1,1:0.0624364
DOC1047 1,1:0.0797986
DOC1048 1,1:0.0597556
DOC1049 1,1:0.0861938
DOC1050 1,1:0.0866057
DOC1051 1,1:0.0872227
DOC1052 1,1:0.0819821
DOC1053 1,1:0.0771577
DOC1054 1,1:0.075746
DOC1055 1,1:0.0736224
DOC1056 1,1:0.0849316
DOC1057 1,1:0.0702055
DOC1058 1,1:0.0873917
DOC1059 1,1:0.0708506
DOC1060 1,1:0.0765858
DOC1061 1,1:0.0858574
DOC1062 1,1:0.0833484
DOC1063 1,1:0.0783707
DOC1064 1,1:0.0777136
DOC1065 1,1:0.0783156
DOC1066 1,1:0.06745
DOC1067 1,1:0.086706
DOC1068 1,1:0.0784671
DOC1069 1,1:0.08683
DOC1070 1,1:0.0817738
DOC1071 1,1:0.0811533
DOC1072 1,1:0.0815413
DOC1073 1,1:0.0850171
DOC1074 1,1:0.0828578
DOC1075 1,1:0.0723339
DOC1076 1,1:0.0924179
DOC1077 1,1:0.0949788
DOC1078 1,1:0.0917306
DOC1079 1,1:0.079852
DOC1080 1,1:0.0774237
DOC1081 1,1:0.079385
DOC1082 1,1:0.0805551
DOC1083 1,1:0.0783601
DOC1084 1,1:0.0810204
DOC1085 1,1:0.0760521
DOC1086 1,1:0.078871
DOC1087 1,1:0.0794109
DOC1088 1,1:0.0764745
DOC1089 1,1:0.0754619
DOC1090 1,1:0.0829846
DOC1091 1,1:0.0724614
DOC1092 1,1:0.0811699
DOC1093 1,1:0.0956546
DOC1094 1,1:0.0982135
DOC1095 1,1:0.0682766
DOC1096 1,1:0.067258
DOC1097 1,1:0.0819925
DOC1098 1,1:0.0836387
DOC1099 1,1:0.0717481
DOC1100 1,1:0.0925833
DOC1101 1,1:0.0931946
DOC1102 1,1:0.0759259
DOC1103 1,1:0.0792031
DOC1104 1,1:0.0804316
DOC1105 1,1:0.0815136
DOC1106 1,1:0.0862314
DOC1107 1,1:0.0781915
DOC1108 1,1:0.0811109
DOC1109 1,1:0.0774217
DOC1110 1,1:0.0743327
DOC1111 1,1:0.0884454
DOC1112 1,1:0.0820128
DOC1113 1,1:0.075181
DOC1114 1,1:0.080938
DOC1115 1,1:0.0804673
DOC1116 1,1:0.0683136
DOC1117 1,1:0.0707176
DOC1118 1,1:0.0729556
DOC1119 1,1:0.0730585
DOC1120 1,1:0.0823146
DOC1121 1,1:0.0694868
DOC1122 1,1:0.0676035
DOC1123 1,1:0.0817957
DOC1124 1,1:0.0849123
DOC1125 1,1:0.0735963
DOC1126 1,1:0.0785987
DOC1127 1,1:0.0786603
DOC1128 1,1:0.0842063
DOC1129 1,1:0.0809377
DOC1130 1,1:0.0694599
DOC1131 1,1:0.0721774
DOC1132 1,1:0.0841614
DOC1133 1,1:0.0871031
DOC1134 1,1:0.0803306
DOC1135 1,1:0.0683077
DOC1136 1,1:0.086886
DOC1137 1,1:0.087063
DOC1138 1,1:0.0742446
DOC1139 1,1:0.0736644
DOC1140 1,1:0.0710562
DOC1141 1,1:0.0852165
DOC1142 1,1:0.0786067
DOC1143 1,1:0.0772322
DOC1144 1,1:0.0811806
DOC1145 1,1:0.0804749
DOC1146 1,1:0.086232
DOC1147 1,1:0.075453
DOC1148 1,1:0.0788501
DOC1149 1,1:0.078167
DOC1150 1,1:0.0755728
DOC1151 1,1:0.0785152
DOC1152 1,1:0.0679809
DOC1153 1,1:0.0698871
DOC1154 1,1:0.0794305
DOC1155 1,1:0.0754165
DOC1156 1,1:0.0779528
DOC1157 1,1:0.0746116
DOC1158 1,1:0.0739243
DOC1159 1,1:0.065661
DOC1160 1,1:0.0839614
DOC1161 1,1:0.0732135
DOC1162 1,1:0.0862233
DOC1163 1,1:0.081922
DOC1164 1,1:0.0847684
DOC1165 1,1:0.0703255
DOC1166 1,1:0.0794556
DOC1167 1,1:0.0740095
DOC1168 1,1:0.0924097
DOC1169 1,1:0.0806894
DOC1170 1,1:0.0822481
DOC1171 1,1:0.0783606
DOC1172 1,1:0.0884665
DOC1173 1,1:0.0863914
DOC1174 1,1:0.0875863
DOC1175 1,1:0.0745031
DOC1176 1,1:0.0723894
DOC1177 1,1:0.0825612
DOC1178 1,1:0.0800738
DOC1179 1,1:0.0655141
DOC1180 1,1:0.0864827
DOC1181 1,1:0.0802497
DOC1182 1,1:0.0864293
DOC1183 1,1:0.0801646
DOC1184 1,1:0.0758672
DOC1185 1,1:0.0812525
DOC1186 1,1:0.0726633
DOC1187 1,1:0.0844712
DOC1188 1,1:0.06963
DOC1189 1,1:0.0720608
DOC1190 1,1:0.0765022
DOC1191 1,1:0.0696025
DOC1192 1,1:0.0797945
DOC1193 1,1:0.0796955
DOC1194 1,1:0.0829777
DOC1195 1,1:0.0701431
DOC1196 1,1:0.0719861
DOC1197 1,1:0.0777045
DOC1198 1,1:0.081067
DOC1199 1,1:0.0769589
DOC1200 1,1:0.0843993
DOC1201 1,1:0.0773306
DOC1202 1,1:0.0733708
DOC1203 1,1:0.0951216
DOC1204 1,1:0.0983653
DOC1205 1,1:0.0781837
DOC1206 1,1:0.0855776
DOC1207 1,1:0.0705751
DOC1208 1,1:0.080652
DOC1209 1,1:0.0753817
DOC1210 1,1:0.0741862
DOC1211 1,1:0.0623955
DOC1212 1,1:0.0732922
DOC1213 1,1:0.0807003
DOC1214 1,1:0.0706499
DOC1215 1,1:0.0706331
DOC1216 1,1:0.0844841
DOC1217 1,1:0.0855824
DOC1218 1,1:0.0720376
DOC1219 1,1:0.0825601
DOC1220 1,1:0.064939
DOC1221 1,1:0.0804123
DOC1222 1,1:0.0897451
DOC1223 1,1:0.071643
DOC1224 1,1:0.0758465
DOC1225 1,1:0.0762981
DOC1226 1,1:0.0908576
DOC1227 1,1:0.087429
DOC1228 1,1:0.0808174
DOC1229 1,1:0.0834839
DOC1230 1,1:0.0750891
DOC1231 1,1:0.0736468
DOC1232 1,1:0.0809839
DOC1233 1,1:0.0797215
DOC1234 1,1:0.0725561
DOC1235 1,1:0.0893629
DOC1236 1,1:0.0802925
DOC1237 1,1:0.0799867
DOC1238 1,1:0.0737717
DOC1239 1,1:0.0725729
DOC1240 1,1:0.0724859
DOC1241 1,1:0.0776319
DOC1242 1,1:0.0741729
DOC1243 1,1:0.0793738
DOC1244 1,1:0.0775423
DOC1245 1,1:0.0715497
DOC1246 1,1:0.0754154
DOC1247 1,1:0.0741412
DOC1248 1,1:0.07237
DOC1249 1,1:0.0763379
DOC1250 1,1:0.0845912
DOC1251 1,1:0.0865985
DOC1252 1,1:0.0832485
DOC1253 1,1:0.0827962
DOC1254 1,1:0.0851432
DOC1255 1,1:0.0857804
DOC1256 1,1:0.0819602
DOC1257 1,1:0.0837025
DOC1258 1,1:0.0866852
DOC1259 1,1:0.0672512
DOC1260 1,1:0.0744038
DOC1261 1,1:0.0737981
DOC1262 1,1:0.0760458
DOC1263 1,1:0.0858605
DOC1264 1,1:0.0647476
DOC1265 1,1:0.0710161
DOC1266 1,1:0.0881468
DOC1267 1,1:0.0761692
DOC1268 1,1:0.0834439
DOC1269 1,1:0.0784818
DOC1270 1,1:0.0835994
DOC1271 1,1:0.0793094
DOC1272 1,1:0.0828681
DOC1273 1,1:0.0821033
DOC1274 1,1:0.0863615
DOC1275 1,1:0.0779981
DOC1276 1,1:0.0852109
DOC1277 1,1:0.0793607
DOC1278 1,1:0.0775608
DOC1279 1,1:0.0827742
DOC1280 1,1:0.0736284
DOC1281 1,1:0.0861527
DOC1282 1,1:0.0717576
DOC1283 1,1:0.0740638
DOC1284 1,1:0.0875658
DOC1285 1,1:0.0782777
DOC1286 1,1:0.0767626
DOC1287 1,1:0.0864054
DOC1288 1,1:0.0773521
DOC1289 1,1:0.0835341
DOC1290 1,1:0.0873751
DOC1291 1,1:0.0911106
DOC1292 1,1:0.0862857
DOC1293 1,1:0.0872737
DOC1294 1,1:0.0805055
DOC1295 1,1:0.0872498
DOC1296 1,1:0.0787407
DOC1297 1,1:0.0848108
DOC1298 1,1:0.0713539
DOC1299 1,1:0.0835658
DOC1300 1,1:0.0829715
DOC1301 1,1:0.0847648
DOC1302 1,1:0.0824084
DOC1303 1,1:0.080107
DOC1304 1,1:0.0839738
DOC1305 1,1:0.0649271
DOC1306 1,1:0.0885806
DOC1307 1,1:0.0772027
DOC1308 1,1:0.0863189
DOC1309 1,1:0.0759515
DOC1310 1,1:0.0885317
DOC1311 1,1:0.0767605
DOC1312 1,1:0.0947454
DOC1313 1,1:0.081438
DOC1314 1,1:0.0858827
DOC1315 1,1:0.0841955
DOC1316 1,1:0.0786478
DOC1317 1,1:0.090094
DOC1318 1,1:0.0836062
DOC1319 1,1:0.0728809
DOC1320 1,1:0.0829857
DOC1321 1,1:0.0821472
DOC1322 1,1:0.0886321
DOC1323 1,1:0.0682456
DOC1324 1,1:0.08715
DOC1325 1,1:0.070107
DOC1326 1,1:0.0819835
DOC1327 1,1:0.0775419
DOC1328 1,1:0.0794485
DOC1329 1,1:0.0740251
DOC1330 1,1:0.0801478
DOC1331 1,1:0.0878854
DOC1332 1,1:0.0794247
DOC1333 1,1:0.0649666
DOC1334 1,1:0.0685318
DOC1335 1,1:0.0727448
DOC1336 1,1:0.0828995
DOC1337 1,1:0.0811919
DOC1338 1,1:0.0722536
DOC1339 1,1:0.0808912
DOC1340 1,1:0.0872641
DOC1341 1,1:0.0857224
DOC1342 1,1:0.0797715
DOC1343 1,1:0.0808671
DOC1344 1,1:0.0723353
DOC1345 1,1:0.0770143
DOC1346 1,1:0.0733187
DOC1347 1,1:0.0842617
DOC1348 1,1:0.0795629
DOC1349 1,1:0.072519
DOC1350 1,1:0.0880476
DOC1351 1,1:0.0816687
DOC1352 1,1:0.061554
DOC1353 1,1:0.0809533
DOC1354 1,1:0.0747139
DOC1355 1,1:0.0763454
DOC1356 1,1:0.0950102
DOC1357 1,1:0.0841284
DOC1358 1,1:0.0795234
DOC1359 1,1:0.0774751
DOC1360 1,1:0.0836717
DOC1361 1,1:0.0845882
DOC1362 1,1:0.0860161
DOC1363 1,1:0.0798564
DOC1364 1,1:0.0845829
DOC1365 1,1:0.074465
DOC1366 1,1:0.0862579
DOC1367 1,1:0.0868266
DOC1368 1,1:0.0822116
DOC1369 1,1:0.0756821
DOC1370 1,1:0.0733554
DOC1371 1,1:0.0760643
DOC1372 1,1:0.0783753
DOC1373 1,1:0.0761837
DOC1374 1,1:0.0702566
DOC1375 1,1:0.078553
DOC1376 1,1:0.080055
DOC1377 1,1:0.089695
DOC1378 1,1:0.085833
DOC1379 1,1:0.0826792
DOC1380 1,1:0.080489
DOC1381 1,1:0.077996
DOC1382 1,1:0.0793207
DOC1383 1,1:0.0723902
DOC1384 1,1:0.0860419
DOC1385 1,1:0.0824728
DOC1386 1,1:0.0833329
DOC1387 1,1:0.0767775
DOC1388 1,1:0.0812778
DOC1389 1,1:0.0751916
DOC1390 1,1:0.0753804
DOC1391 1,1:0.0796951
DOC1392 1,1:0.0738446
DOC1393 1,1:0.0893688
DOC1394 1,1:0.0808238
DOC1395 1,1:0.0811781
DOC1396 1,1:0.0775024
DOC1397 1,1:0.0717074
DOC1398 1,1:0.0887421
DOC1399 1,1:0.08103
DOC1400 1,1:0.0692428
DOC1401 1,1:0.0789005
DOC1402 1,1:0.0943231
DOC1403 1,1:0.0701499
DOC1404 1,1:0.068503
DOC1405 1,1:0.0925688
DOC1406 1,1:0.0920301
DOC1407 1,1:0.0795305
DOC1408 1,1:0.0756787
DOC1409 1,1:0.0747672
DOC1410 1,1:0.0750427
DOC1411 1,1:0.0774721
DOC1412 1,1:0.0793836
DOC1413 1,1:0.0693085
DOC1414 1,1:0.0870644
DOC1415 1,1:0.0707803
DOC1416 1,1:0.0729807
DOC1417 1,1:0.0810306
DOC1418 1,1:0.0830303
DOC1419 1,1:0.0795115
DOC1420 1,1:0.0787281
DOC1421 1,1:0.0739768
DOC1422 1,1:0.0956239
DOC1423 1,1:0.0822113
DOC1424 1,1:0.0786416
DOC1425 1,1:0.0640159
DOC1426 1,1:0.0758947
DOC1427 1,1:0.0854918
DOC1428 1,1:0.0729614
DOC1429 1,1:0.0886858
DOC1430 1,1:0.0793593
DOC1431 1,1:0.0849599
DOC1432 1,1:0.0829809
DOC1433 1,1:0.0798584
DOC1434 1,1:0.0789274
DOC1435 1,1:0.081729
DOC1436 1,1:0.0757125
DOC1437 1,1:0.0846022
DOC1438 1,1:0.087878
DOC1439 1,1:0.0829482
DOC1440 1,1:0.0787047
DOC1441 1,1:0.0597937
DOC1442 1,1:0.0774878
DOC1443 1,1:0.0811852
DOC1444 1,1:0.06959
DOC1445 1,1:0.0789096
DOC1446 1,1:0.0860069
DOC1447 1,1:0.0873868
DOC1448 1,1:0.077928
DOC1449 1,1:0.0899184
DOC1450 1,1:0.0679176
DOC1451 1,1:0.079516
DOC1452 1,1:0.0862521
DOC1453 1,1:0.0706846
DOC1454 1,1:0.0824005
DOC1455 1,1:0.0776007
DOC1456 1,1:0.0892717
DOC1457 1,1:0.0860734
DOC1458 1,1:0.0917314
DOC1459 1,1:0.0671618
DOC1460 1,1:0.0956314
DOC1461 1,1:0.0822633
DOC1462 1,1:0.083249
DOC1463 1,1:0.0778807
DOC1464 1,1:0.0635732
DOC1465 1,1:0.0776643
DOC1466 1,1:0.074087
DOC1467 1,1:0.0804282
DOC1468 1,1:0.0837994
DOC1469 1,1:0.0829211
DOC1470 1,1:0.0628464
DOC1471 1,1:0.0975017
DOC1472 1,1:0.0765214
DOC1473 1,1:0.0836594
DOC1474 1,1:0.073268
DOC1475 1,1:0.0742603
DOC1476 1,1:0.0847211
DOC1477 1,1:0.0750188
DOC1478 1,1:0.0804529
DOC1479 1,1:0.0746931
DOC1480 1,1:0.0790898
DOC1481 1,1:0.0935402
DOC1482 1,1:0.0909004
DOC1483 1,1:0.0761467
DOC1484 1,1:0.0702512
DOC1485 1,1:0.084043
DOC1486 1,1:0.0716503
DOC1487 1,1:0.0726094
DOC1488 1,1:0.0781596
DOC1489 1,1:0.0804533
DOC1490 1,1:0.0778325
DOC1491 1,1:0.0804001
DOC1492 1,1:0.0863426
DOC1493 1,1:0.0700886
DOC1494 1,1:0.0787549
DOC1495 1,1:0.0818426
DOC1496 1,1:0.0918321
DOC1497 1,1:0.0757229
DOC1498 1,1:0.0880536
DOC1499 1,1:0.073118
DOC1500 1,1:0.0768424
DOC1501 1,1:0.0779187
DOC1502 1,1:0.0828141
DOC1503 1,1:0.0842765
DOC1504 1,1:0.0876202
DOC1505 1,1:0.0845902
DOC1506 1,1:0.0826709
DOC1507 1,1:0.089334
DOC1508 1,1:0.0789046
DOC1509 1,1:0.0855728
DOC1510 1,1:0.0768722
DOC1511 1,1:0.0801416
DOC1512 1,1:0.0730489
DOC1513 1,1:0.082938
DOC1514 1,1:0.0729068
DOC1515 1,1:0.0874916
DOC1516 1,1:0.0774798
DOC1517 1,1:0.0849566
DOC1518 1,1:0.0770987
DOC1519 1,1:0.0754647
DOC1520 1,1:0.0814348
DOC1521 1,1:0.0925588
DOC1522 1,1:0.0787929
DOC1523 1,1:0.0794371
DOC1524 1,1:0.0746878
DOC1525 1,1:0.0671259
DOC1526 1,1:0.0694186
DOC1527 1,1:0.0801787
DOC1528 1,1:0.0907251
DOC1529 1,1:0.085717
DOC1530 1,1:0.0758963
DOC1531 1,1:0.0758925
DOC1532 1,1:0.0789277
DOC1533 1,1:0.0702508
DOC1534 1,1:0.0810883
DOC1535 1,1:0.0847209
DOC1536 1,1:0.0744218
DOC1537 1,1:0.0873276
DOC1538 1,1:0.0720467
DOC1539 1,1:0.0757222
DOC1540 1,1:0.0734656
DOC1541 1,1:0.0776872
DOC1542 1,1:0.0831801
DOC1543 1,1:0.0846325
DOC1544 1,1:0.0697745
DOC1545 1,1:0.0786511
DOC1546 1,1:0.084156
DOC1547 1,1:0.0918022
DOC1548 1,1:0.069397
DOC1549 1,1:0.0782396
DOC1550 1,1:0.0785744
DOC1551 1,1:0.0878371
DOC1552 1,1:0.0697902
DOC1553 1,1:0.0733247
DOC1554 1,1:0.0906262
DOC1555 1,1:0.068882
DOC1556 1,1:0.0796097
DOC1557 1,1:0.0737817
DOC1558 1,1:0.0914782
DOC1559 1,1:0.0696781
DOC1560 1,1:0.079879
DOC1561 1,1:0.0866827
DOC1562 1,1:0.0794561
DOC1563 1,1:0.0949253
DOC1564 1,1:0.078127
DOC1565 1,1:0.0761124
DOC1566 1,1:0.0812366
DOC1567 1,1:0.0812398
DOC1568 1,1:0.0835576
DOC1569 1,1:0.0832449
DOC1570 1,1:0.0746374
DOC1571 1,1:0.0790993
DOC1572 1,1:0.0755694
DOC1573 1,1:0.0738143
DOC1574 1,1:0.0870464
DOC1575 1,1:0.0759261
DOC1576 1,1:0.0931085
DOC1577 1,1:0.0724829
DOC1578 1,1:0.0864481
DOC1579 1,1:0.0934269
DOC1580 1,1:0.0871673
DOC1581 1,1:0.0829839
DOC1582 1,1:0.0893964
DOC1583 1,1:0.0700305
DOC1584 1,1:0.0759513
DOC1585 1,1:0.0661246
DOC1586 1,1:0.0938966
DOC1587 1,1:0.0764263
DOC1588 1,1:0.081405
DOC1589 1,1:0.0696078
DOC1590 1,1:0.0849991
DOC1591 1,1:0.0745734
DOC1592 1,1:0.073522
DOC1593 1,1:0.0864595
DOC1594 1,1:0.0882767
DOC1595 1,1:0.0768448
DOC1596 1,1:0.0731513
DOC1597 1,1:0.0852106
DOC1598 1,1:0.0646292
DOC1599 1,1:0.0612877
DOC1600 1,1:0.0736274
DOC1601 1,1:0.0763503
DOC1602 1,1:0.0623536
DOC1603 1,1:0.0822144
DOC1604 1,1:0.0793924
DOC1605 1,1:0.076274
DOC1606 1,1:0.0830746
DOC1607 1,1:0.0685454
DOC1608 1,1:0.0814997
DOC1609 1,1:0.0772126
DOC1610 1,1:0.076493
DOC1611 1,1:0.0761355
DOC1612 1,1:0.0720795
DOC1613 1,1:0.0807851
DOC1614 1,1:0.0802727
DOC1615 1,1:0.0846801
DOC1616 1,1:0.0825796
DOC1617 1,1:0.0667774
DOC1618 1,1:0.0795393
DOC1619 1,1:0.091966
DOC1620 1,1:0.0839115
DOC1621 1,1:0.098535
DOC1622 1,1:0.0736094
DOC1623 1,1:0.0783636
DOC1624 1,1:0.0758948
DOC1625 1,1:0.0795117
DOC1626 1,1:0.0841231
DOC1627 1,1:0.0898489
DOC1628 1,1:0.0744267
DOC1629 1,1:0.0730015
DOC1630 1,1:0.074867
DOC1631 1,1:0.0728692
DOC1632 1,1:0.0784997
DOC1633 1,1:0.0807727
DOC1634 1,1:0.0930906
DOC1635 1,1:0.0723879
DOC1636 1,1:0.0816647
DOC1637 1,1:0.0932166
DOC1638 1,1:0.0822754
DOC1639 1,1:0.0724514
DOC1640 1,1:0.0793743
DOC1641 1,1:0.0861296
DOC1642 1,1:0.07457
DOC1643 1,1:0.0801803
DOC1644 1,1:0.0936472
DOC1645 1,1:0.0848323
DOC1646 1,1:0.0851189
DOC1647 1,1:0.0671903
DOC1648 1,1:0.075617
DOC1649 1,1:0.0827965
DOC1650 1,1:0.0869068
DOC1651 1,1:0.0837497
DOC1652 1,1:0.0870341
DOC1653 1,1:0.0841488
DOC1654 1,1:0.073525
DOC1655 1,1:0.076307
DOC1656 1,1:0.0684902
DOC1657 1,1:0.0718933
DOC1658 1,1:0.089152
DOC1659 1,1:0.0816578
DOC1660 1,1:0.0647242
DOC1661 1,1:0.075505
DOC1662 1,1:0.077653
DOC1663 1,1:0.0691658
DOC1664 1,1:0.0860236
DOC1665 1,1:0.0840818
DOC1666 1,1:0.0941919
DOC1667 1,1:0.076622
DOC1668 1,1:0.0799685
DOC1669 1,1:0.0858434
DOC1670 1,1:0.0656106
DOC1671 1,1:0.0844757
DOC1672 1,1:0.0717622
DOC1673 1,1:0.0791152
DOC1674 1,1:0.0800246
DOC1675 1,1:0.0901644
DOC1676 1,1:0.0902161
DOC1677 1,1:0.0713583
DOC1678 1,1:0.0842817
DOC1679 1,1:0.0726212
DOC1680 1,1:0.0701016
DOC1681 1,1:0.072311
DOC1682 1,1:0.0881398
DOC1683 1,1:0.0822003
DOC1684 1,1:0.0806976
DOC1685 1,1:0.083878
DOC1686 1,1:0.0839617
DOC1687 1,1:0.0653696
DOC1688 1,1:0.0718599
DOC1689 1,1:0.092588
DOC1690 1,1:0.0831327
DOC1691 1,1:0.09008
DOC1692 1,1:0.0772906
DOC1693 1,1:0.0853351
DOC1694 1,1:0.0696828
DOC1695 1,1:0.0808992
DOC1696 1,1:0.068596
DOC1697 1,1:0.0840234
DOC1698 1,1:0.0762286
DOC1699 1,1:0.0801248
DOC1700 1,1:0.0774215
DOC1701 1,1:0.0922564
DOC1702 1,1:0.0807656
DOC1703 1,1:0.0933326
DOC1704 1,1:0.0927277
DOC1705 1,1:0.0659221
DOC1706 1,1:0.0838023
DOC1707 1,1:0.0872743
DOC1708 1,1:0.0800486
DOC1709 1,1:0.0837629
DOC1710 1,1:0.0753536
DOC1711 1,1:0.0824874
DOC1712 1,1:0.0915585
DOC1713 1,1:0.0705386
DOC1714 1,1:0.0825291
DOC1715 1,1:0.0790402
DOC1716 1,1:0.0758773
DOC1717 1,1:0.071771
DOC1718 1,1:0.0931671
DOC1719 1,1:0.0779864
DOC1720 1,1:0.080242
DOC1721 1,1:0.0866248
DOC1722 1,1:0.0785322
DOC1723 1,1:0.0901061
DOC1724 1,1:0.0827094
DOC1725 1,1:0.0764198
DOC1726 1,1:0.0791814
DOC1727 1,1:0.0846596
DOC1728 1,1:0.0832165
DOC1729 1,1:0.0946078
DOC1730 1,1:0.0717658
DOC1731 1,1:0.0777995
DOC1732 1,1:0.0770792
DOC1733 1,1:0.0784279
DOC1734 1,1:0.0753519
DOC1735 1,1:0.0758151
DOC1736 1,1:0.075326
DOC1737 1,1:0.076454
DOC1738 1,1:0.0811683
DOC1739 1,1:0.106052
DOC1740 1,1:0.0749065
DOC1741 1,1:0.0863993
DOC1742 1,1:0.0781863
DOC1743 1,1:0.0814288
DOC1744 1,1:0.0755066
DOC1745 1,1:0.0870529
DOC1746 1,1:0.0895299
DOC1747 1,1:0.0847875
DOC1748 1,1:0.0876959
DOC1749 1,1:0.0842211
DOC1750 1,1:0.0713507
DOC1751 1,1:0.0694757
DOC1752 1,1:0.0791453
DOC1753 1,1:0.0780333
DOC1754 1,1:0.0921722
DOC1755 1,1:0.0826289
DOC1756 1,1:0.0867282
DOC1757 1,1:0.0836087
DOC1758 1,1:0.0817236
DOC1759 1,1:0.0922752
DOC1760 1,1:0.0807949
DOC1761 1,1:0.0779066
DOC1762 1,1:0.0722477
DOC1763 1,1:0.0687882
DOC1764 1,1:0.0935983
DOC1765 1,1:0.0911798
DOC1766 1,1:0.0867961
DOC1767 1,1:0.0880067
DOC1768 1,1:0.085479
DOC1769 1,1:0.0814369
DOC1770 1,1:0.0870479
DOC1771 1,1:0.0715688
DOC1772 1,1:0.0867998
DOC1773 1,1:0.0816128
DOC1774 1,1:0.0833539
DOC1775 1,1:0.0710569
DOC1776 1,1:0.0794409
DOC1777 1,1:0.0679734
DOC1778 1,1:0.0864982
DOC1779 1,1:0.0833185
DOC1780 1,1:0.0752058
DOC1781 1,1:0.0807
DOC1782 1,1:0.0886312
DOC1783 1,1:0.0754712
DOC1784 1,1:0.0780688
DOC1785 1,1:0.0661907
DOC1786 1,1:0.0945698
DOC1787 1,1:0.081088
DOC1788 1,1:0.0819765
DOC1789 1,1:0.0856956
DOC1790 1,1:0.0816553
DOC1791 1,1:0.0821137
DOC1792 1,1:0.0786351
DOC1793 1,1:0.0805615
DOC1794 1,1:0.0614097
DOC1795 1,1:0.0707878
DOC1796 1,1:0.0809224
DOC1797 1,1:0.0862418
DOC1798 1,1:0.0831291
DOC1799 1,1:0.0836458
DOC1800 1,1:0.0825152
DOC1801 1,1:0.091844
DOC1802 1,1:0.0880181
DOC1803 1,1:0.0731603
DOC1804 1,1:0.0743364
DOC1805 1,1:0.0732843
DOC1806 1,1:0.073688
DOC1807 1,1:0.0768531
DOC1808 1,1:0.0669915
DOC1809 1,1:0.0857114
DOC1810 1,1:0.0817696
DOC1811 1,1:0.0638208
DOC1812 1,1:0.0822192
DOC1813 1,1:0.0728619
DOC1814 1,1:0.0773995
DOC1815 1,1:0.0795967
DOC1816 1,1:0.0772397
DOC1817 1,1:0.070308
DOC1818 1,1:0.0884085
DOC1819 1,1:0.0707658
DOC1820 1,1:0.0908
DOC1821 1,1:0.0778663
